ID,Nome,Sprite,Type1,Type2,HP,Attack,Defense,Special Attack,Special Defense,Speed
870,falinks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,fighting,,65,100,100,70,60,75
871,pincurchin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,electric,,48,101,95,91,85,15
872,snom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,ice,bug,30,25,35,45,30,20
873,frosmoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,ice,bug,70,65,60,125,90,65
874,stonjourner,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,rock,,100,125,135,20,20,70
875,eiscue-ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,ice,,75,80,110,65,90,50
876,indeedee-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,psychic,normal,60,65,55,105,95,95
877,morpeko-full-belly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,electric,dark,58,95,58,70,58,97
878,cufant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,steel,,72,80,49,40,49,40
879,copperajah,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,steel,,122,130,69,80,69,30
880,dracozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,electric,dragon,90,100,90,80,70,75
881,arctozolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,electric,ice,90,100,90,90,80,55
882,dracovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,water,dragon,90,90,100,70,80,75
883,arctovish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,water,ice,90,90,100,80,90,55
884,duraludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,steel,dragon,70,95,115,120,50,85
885,dreepy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,dragon,ghost,28,60,30,40,30,82
886,drakloak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,dragon,ghost,68,80,50,60,50,102
887,dragapult,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,dragon,ghost,88,120,75,100,75,142
888,zacian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,fairy,,92,120,115,80,115,138
889,zamazenta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,fighting,,92,120,115,80,115,138
890,eternatus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,poison,dragon,140,85,95,145,95,130
891,kubfu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,fighting,,60,90,60,53,50,72
892,urshifu-single-strike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,fighting,dark,100,130,100,63,60,97
893,zarude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,dark,grass,105,120,105,70,95,105
894,regieleki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,electric,,80,100,50,100,50,200
895,regidrago,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,dragon,,200,100,50,100,50,80
896,glastrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,ice,,100,145,130,65,110,30
897,spectrier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,ghost,,100,65,60,145,80,130
898,calyrex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,psychic,grass,100,80,80,80,80,80
899,wyrdeer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,normal,psychic,103,105,72,105,75,65
900,kleavor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,bug,rock,70,135,95,45,70,85
901,ursaluna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,ground,normal,130,140,105,45,80,50
902,basculegion-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,water,ghost,120,112,65,80,75,78
903,sneasler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,fighting,poison,80,130,60,40,80,120
904,overqwil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,dark,poison,85,115,95,65,65,85
905,enamorus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,fairy,flying,74,115,70,135,80,106
906,sprigatito,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,grass,,40,61,54,45,45,65
907,floragato,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,grass,,61,80,63,60,63,83
908,meowscarada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,grass,dark,76,110,70,81,70,123
909,fuecoco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,fire,,67,45,59,63,40,36
910,crocalor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,fire,,81,55,78,90,58,49
911,skeledirge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,fire,ghost,104,75,100,110,75,66
912,quaxly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,water,,55,65,45,50,45,50
913,quaxwell,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,water,,70,85,65,65,60,65
914,quaquaval,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,water,fighting,85,120,80,85,75,85
915,lechonk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,normal,,54,45,40,35,45,35
916,oinkologne-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,normal,,110,100,75,59,80,65
917,tarountula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,bug,,35,41,45,29,40,20
918,spidops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,bug,,60,79,92,52,86,35
919,nymble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,bug,,33,46,40,21,25,45
920,lokix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,bug,dark,71,102,78,52,55,92
921,pawmi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,electric,,45,50,20,40,25,60
922,pawmo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,electric,fighting,60,75,40,50,40,85
923,pawmot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,electric,fighting,70,115,70,70,60,105
924,tandemaus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,normal,,50,50,45,40,45,75
925,maushold-family-of-four,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,normal,,74,75,70,65,75,111
926,fidough,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,fairy,,37,55,70,30,55,65
927,dachsbun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,fairy,,57,80,115,50,80,95
928,smoliv,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,grass,normal,41,35,45,58,51,30
929,dolliv,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,grass,normal,52,53,60,78,78,33
930,arboliva,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,grass,normal,78,69,90,125,109,39
931,squawkabilly-green-plumage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,normal,flying,82,96,51,45,51,92
932,nacli,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,rock,,55,55,75,35,35,25
933,naclstack,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,rock,,60,60,100,35,65,35
934,garganacl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,rock,,100,100,130,45,90,35
935,charcadet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,fire,,40,50,40,50,40,35
936,armarouge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,fire,psychic,85,60,100,125,80,75
937,ceruledge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,fire,ghost,75,125,80,60,100,85
938,tadbulb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,electric,,61,31,41,59,35,45
939,bellibolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,electric,,109,64,91,103,83,45
940,wattrel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,electric,flying,40,40,35,55,40,70
941,kilowattrel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,electric,flying,70,70,60,105,60,125
942,maschiff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,dark,,60,78,60,40,51,51
943,mabosstiff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,dark,,80,120,90,60,70,85
944,shroodle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,poison,normal,40,65,35,40,35,75
945,grafaiai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,poison,normal,63,95,65,80,72,110
946,bramblin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,grass,ghost,40,65,30,45,35,60
947,brambleghast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,grass,ghost,55,115,70,80,70,90
948,toedscool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,ground,grass,40,40,35,50,100,70
949,toedscruel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,ground,grass,80,70,65,80,120,100
950,klawf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,rock,,70,100,115,35,55,75
951,capsakid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,grass,,50,62,40,62,40,50
952,scovillain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,grass,fire,65,108,65,108,65,75
953,rellor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,bug,,41,50,60,31,58,30
954,rabsca,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,bug,psychic,75,50,85,115,100,45
955,flittle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,psychic,,30,35,30,55,30,75
956,espathra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,psychic,,95,60,60,101,60,105
957,tinkatink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,fairy,steel,50,45,45,35,64,58
958,tinkatuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,fairy,steel,65,55,55,45,82,78
959,tinkaton,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,fairy,steel,85,75,77,70,105,94
960,wiglett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,water,,10,55,25,35,25,95
961,wugtrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,water,,35,100,50,50,70,120
962,bombirdier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,flying,dark,70,103,85,60,85,82
963,finizen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,water,,70,45,40,45,40,75
964,palafin-zero,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,water,,100,70,72,53,62,100
965,varoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,steel,poison,45,70,63,30,45,47
966,revavroom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,steel,poison,80,119,90,54,67,90
967,cyclizar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,dragon,normal,70,95,65,85,65,121
968,orthworm,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,steel,,70,85,145,60,55,65
969,glimmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,rock,poison,48,35,42,105,60,60
970,glimmora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,rock,poison,83,55,90,130,81,86
971,greavard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,ghost,,50,61,60,30,55,34
972,houndstone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,ghost,,72,101,100,50,97,68
973,flamigo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,flying,fighting,82,115,74,75,64,90
974,cetoddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,ice,,108,68,45,30,40,43
975,cetitan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,ice,,170,113,65,45,55,73
976,veluza,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,water,psychic,90,102,73,78,65,70
977,dondozo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,water,,150,100,115,65,65,35
978,tatsugiri-curly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/978.png,dragon,water,68,50,60,120,95,82
979,annihilape,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/979.png,fighting,ghost,110,115,80,50,90,90
980,clodsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/980.png,poison,ground,130,75,60,45,100,20
981,farigiraf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/981.png,normal,psychic,120,90,70,110,70,60
982,dudunsparce-two-segment,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/982.png,normal,,125,100,80,85,75,55
983,kingambit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/983.png,dark,steel,100,135,120,60,85,50
984,great-tusk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/984.png,ground,fighting,115,131,131,53,53,87
985,scream-tail,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/985.png,fairy,psychic,115,65,99,65,115,111
986,brute-bonnet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/986.png,grass,dark,111,127,99,79,99,55
987,flutter-mane,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/987.png,ghost,fairy,55,55,55,135,135,135
988,slither-wing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/988.png,bug,fighting,85,135,79,85,105,81
989,sandy-shocks,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/989.png,electric,ground,85,81,97,121,85,101
990,iron-treads,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/990.png,ground,steel,90,112,120,72,70,106
991,iron-bundle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/991.png,ice,water,56,80,114,124,60,136
992,iron-hands,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/992.png,fighting,electric,154,140,108,50,68,50
993,iron-jugulis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/993.png,dark,flying,94,80,86,122,80,108
994,iron-moth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/994.png,fire,poison,80,70,60,140,110,110
995,iron-thorns,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/995.png,rock,electric,100,134,110,70,84,72
996,frigibax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/996.png,dragon,ice,65,75,45,35,45,55
997,arctibax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/997.png,dragon,ice,90,95,66,45,65,62
998,baxcalibur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/998.png,dragon,ice,115,145,92,75,86,87
999,gimmighoul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/999.png,ghost,,45,30,70,75,70,10
1000,gholdengo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1000.png,steel,ghost,87,60,95,133,91,84
1001,wo-chien,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1001.png,dark,grass,85,85,100,95,135,70
1002,chien-pao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1002.png,dark,ice,80,120,80,90,65,135
1003,ting-lu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1003.png,dark,ground,155,110,125,55,80,45
1004,chi-yu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1004.png,dark,fire,55,80,80,135,120,100
1005,roaring-moon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1005.png,dragon,dark,105,139,71,55,101,119
1006,iron-valiant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1006.png,fairy,fighting,74,130,90,120,60,116
1007,koraidon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1007.png,fighting,dragon,100,135,115,85,100,135
1008,miraidon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1008.png,electric,dragon,100,85,100,135,115,135
1009,walking-wake,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1009.png,water,dragon,99,83,91,125,83,109
1010,iron-leaves,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1010.png,grass,psychic,90,130,88,70,108,104
1011,dipplin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1011.png,grass,dragon,80,80,110,95,80,40
1012,poltchageist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1012.png,grass,ghost,40,45,45,74,54,50
1013,sinistcha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1013.png,grass,ghost,71,60,106,121,80,70
1014,okidogi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1014.png,poison,fighting,88,128,115,58,86,80
1015,munkidori,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1015.png,poison,psychic,88,75,66,130,90,106
1016,fezandipiti,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1016.png,poison,fairy,88,91,82,70,125,99
1017,ogerpon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1017.png,grass,,80,120,84,60,96,110
1018,archaludon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1018.png,steel,dragon,90,105,130,125,65,85
1019,hydrapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1019.png,grass,dragon,106,80,110,120,80,44
1020,gouging-fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1020.png,fire,dragon,105,115,121,65,93,91
1021,raging-bolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1021.png,electric,dragon,125,73,91,137,89,75
1022,iron-boulder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1022.png,rock,psychic,90,120,80,68,108,124
1023,iron-crown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1023.png,steel,psychic,90,72,100,122,108,98
1024,terapagos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1024.png,normal,,90,65,85,65,85,60
1025,pecharunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1025.png,poison,ghost,88,88,160,88,88,88
10001,deoxys-attack,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10001.png,psychic,,50,180,20,180,20,150
10002,deoxys-defense,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10002.png,psychic,,50,70,160,70,160,90
10003,deoxys-speed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10003.png,psychic,,50,95,90,95,90,180
10004,wormadam-sandy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10004.png,bug,ground,60,79,105,59,85,36
10005,wormadam-trash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10005.png,bug,steel,60,69,95,69,95,36
10006,shaymin-sky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png,grass,flying,100,103,75,120,75,127
10007,giratina-origin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png,ghost,dragon,150,120,100,120,100,90
10008,rotom-heat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png,electric,fire,50,65,107,105,107,86
10009,rotom-wash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png,electric,water,50,65,107,105,107,86
10010,rotom-frost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png,electric,ice,50,65,107,105,107,86
10011,rotom-fan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png,electric,flying,50,65,107,105,107,86
10012,rotom-mow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png,electric,grass,50,65,107,105,107,86
10013,castform-sunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png,fire,,70,70,70,70,70,70
10014,castform-rainy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png,water,,70,70,70,70,70,70
10015,castform-snowy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png,ice,,70,70,70,70,70,70
10016,basculin-blue-striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png,water,,70,92,65,80,55,98
10017,darmanitan-zen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png,fire,psychic,105,30,105,140,105,55
10018,meloetta-pirouette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png,normal,fighting,100,128,90,77,77,128
10019,tornadus-therian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png,flying,,79,100,80,110,90,121
10020,thundurus-therian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png,electric,flying,79,105,70,145,80,101
10021,landorus-therian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png,ground,flying,89,145,90,105,80,91
10022,kyurem-black,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png,dragon,ice,125,170,100,120,90,95
10023,kyurem-white,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png,dragon,ice,125,120,90,170,100,95
10024,keldeo-resolute,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png,water,fighting,91,72,90,129,90,108
10025,meowstic-female,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png,psychic,,74,48,76,83,81,104
10026,aegislash-blade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png,steel,ghost,60,140,50,140,50,60
10027,pumpkaboo-small,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png,ghost,grass,44,66,70,44,55,56
10028,pumpkaboo-large,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png,ghost,grass,54,66,70,44,55,46
10029,pumpkaboo-super,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png,ghost,grass,59,66,70,44,55,41
10030,gourgeist-small,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png,ghost,grass,55,85,122,58,75,99
10031,gourgeist-large,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png,ghost,grass,75,95,122,58,75,69
10032,gourgeist-super,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png,ghost,grass,85,100,122,58,75,54
10033,venusaur-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png,grass,poison,80,100,123,122,120,80
10034,charizard-mega-x,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png,fire,dragon,78,130,111,130,85,100
10035,charizard-mega-y,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png,fire,flying,78,104,78,159,115,100
10036,blastoise-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png,water,,79,103,120,135,115,78
10037,alakazam-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png,psychic,,55,50,65,175,105,150
10038,gengar-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png,ghost,poison,60,65,80,170,95,130
10039,kangaskhan-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png,normal,,105,125,100,60,100,100
10040,pinsir-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png,bug,flying,65,155,120,65,90,105
10041,gyarados-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png,water,dark,95,155,109,70,130,81
10042,aerodactyl-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png,rock,flying,80,135,85,70,95,150
10043,mewtwo-mega-x,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png,psychic,fighting,106,190,100,154,100,130
10044,mewtwo-mega-y,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png,psychic,,106,150,70,194,120,140
10045,ampharos-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png,electric,dragon,90,95,105,165,110,45
10046,scizor-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png,bug,steel,70,150,140,65,100,75
10047,heracross-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png,bug,fighting,80,185,115,40,105,75
10048,houndoom-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png,dark,fire,75,90,90,140,90,115
10049,tyranitar-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png,rock,dark,100,164,150,95,120,71
10050,blaziken-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png,fire,fighting,80,160,80,130,80,100
10051,gardevoir-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png,psychic,fairy,68,85,65,165,135,100
10052,mawile-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png,steel,fairy,50,105,125,55,95,50
