Nome,Type,Tipo de dano,Accuracy,Power,PP,Prioridade,Descrição p,Descrição c,Chance de efeito,Efeito,Chance de Crit,Drain,Flinch,Healing,Min attacks,Max attacks,Min Turns,Max Turns,Chance stat,Mudanca de stat,Qnt de Mudança de stat
mirror-move,flying,status,,,20.0,0,Uses the target’s last used move.,"Uses the last move targeted at the user by a Pokémon still on the field.  A move counts as targeting the user even if it hit multiple Pokémon, as long as the user was one of them; however, moves targeting the field itself do not count.  If the user has not been targeted by an appropriate move since entering the field, or if no Pokémon that targeted the user remains on the field, this move will fail.

Moves that failed, missed, had no effect, or were blocked are still copied.

Assist moves, time-delayed moves, “meta” moves that operate on other moves/Pokémon/abilities, and some other special moves cannot be copied and are ignored; if the last move to hit the user was such a move, the previous move will be used instead.  The full list of ignored moves is: acid armor, acupressure, after you, agility, ally switch, amnesia, aqua ring, aromatherapy, aromatic mist, assist, autotomize, barrier, baton pass, belch, belly drum, bide, bulk up, calm mind, camouflage, celebrate, charge, coil, conversion, conversion 2, copycat, cosmic power, cotton guard, counter, crafty shield, curse, defend order, defense curl, destiny bond, detect, doom desire, double team, dragon dance, electric terrain, endure, final gambit, flower shield, focus energy, focus punch, follow me, future sight, geomancy, grassy terrain, gravity, growth, grudge, guard split, hail, happy hour, harden, haze, heal bell, heal order, heal pulse, healing wish, helping hand, hold hands, hone claws, howl, imprison, ingrain, ion deluge, iron defense, kings shield, light screen, lucky chant, lunar dance, magic coat, magnet rise, magnetic flux, mat block, me first, meditate, metronome, milk drink, mimic, minimize, mirror coat, mirror move, mist, misty terrain, moonlight, morning sun, mud sport, nasty plot, nature power, perish song, power split, power trick, protect, psych up, quick guard, quiver dance, rage powder, rain dance, recover, recycle, reflect, reflect type, refresh, rest, rock polish, role play, roost, rototiller, safeguard, sandstorm, shadow blast, shadow bolt, shadow half, shadow rush, shadow shed, shadow sky, shadow storm, shadow wave, sharpen, shell smash, shift gear, sketch, slack off, sleep talk, snatch, soft boiled, spikes, spiky shield, spit up, splash, stealth rock, sticky web, stockpile, struggle, substitute, sunny day, swallow, swords dance, synthesis, tail glow, tailwind, teleport, toxic spikes, transform, water sport, wide guard, wish, withdraw and work up.

This move cannot be selected by assist, metronome, or sleep talk, nor forced by encore.",,none,0,0,0,0,,,,,0,[''],[0]
self-destruct,normal,physical,100.0,200.0,5.0,0,User faints.,"User faints, even if the attack fails or misses.  Inflicts regular damage.",,none,0,0,0,0,,,,,0,[''],[0]
egg-bomb,normal,physical,75.0,100.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
lick,ghost,physical,100.0,30.0,30.0,0,Has a $effect_chance% chance to paralyze the target.,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,30.0,paralysis,0,0,0,0,,,,,0,[''],[0]
smog,poison,special,70.0,30.0,20.0,0,Has a $effect_chance% chance to poison the target.,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,40.0,poison,0,0,0,0,,,,,0,[''],[0]
sludge,poison,special,100.0,65.0,20.0,0,Has a $effect_chance% chance to poison the target.,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,30.0,poison,0,0,0,0,,,,,0,[''],[0]
bone-club,ground,physical,85.0,65.0,20.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,10.0,none,0,0,10,0,,,,,0,[''],[0]
fire-blast,fire,special,85.0,110.0,5.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,10.0,burn,0,0,0,0,,,,,0,[''],[0]
waterfall,water,physical,100.0,80.0,15.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,20.0,none,0,0,20,0,,,,,0,[''],[0]
clamp,water,physical,85.0,35.0,15.0,0,Prevents the target from fleeing and inflicts damage for 2-5 turns.,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100.0,trap,0,0,0,0,,,5.0,6.0,0,[''],[0]
swift,normal,special,,60.0,20.0,0,Never misses.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,,none,0,0,0,0,,,,,0,[''],[0]
skull-bash,normal,physical,100.0,130.0,10.0,0,Raises the user’s Defense by one stage.  User charges for one turn before attacking.,"Inflicts regular damage.  Raises the user’s Defense by one stage.  User then charges for one turn before attacking.

This move cannot be selected by sleep talk.",100.0,none,0,0,0,0,,,,,0,[''],[0]
spike-cannon,normal,physical,100.0,20.0,15.0,0,Hits 2-5 times in one turn.,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,none,0,0,0,0,2.0,5.0,,,0,[''],[0]
constrict,normal,physical,100.0,10.0,35.0,0,Has a $effect_chance% chance to lower the target’s Speed by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,10.0,none,0,0,0,0,,,,,10,['speed'],[-1]
amnesia,psychic,status,,,20.0,0,Raises the user’s Special Defense by two stages.,Raises the user’s Special Defense by two stages.,,none,0,0,0,0,,,,,0,['special-defense'],[2]
kinesis,psychic,status,80.0,,15.0,0,Lowers the target’s accuracy by one stage.,Lowers the target’s accuracy by one stage.,,none,0,0,0,0,,,,,0,['accuracy'],[-1]
soft-boiled,normal,status,,,5.0,0,Heals the user by half its max HP.,Heals the user for half its max HP.,,none,0,0,0,50,,,,,0,[''],[0]
high-jump-kick,fighting,physical,90.0,130.0,10.0,0,"If the user misses, it takes half the damage it would have inflicted in recoil.","Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.

This move cannot be used while gravity is in effect.",,none,0,0,0,0,,,,,0,[''],[0]
glare,normal,status,100.0,,30.0,0,Paralyzes the target.,Paralyzes the target.,,paralysis,0,0,0,0,,,,,0,[''],[0]
dream-eater,psychic,special,100.0,100.0,15.0,0,Only works on sleeping Pokémon.  Drains half the damage inflicted to heal the user.,Fails if not used on a sleeping Pokémon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,none,0,50,0,0,,,,,0,[''],[0]
poison-gas,poison,status,90.0,,40.0,0,Poisons the target.,Poisons the target.,,poison,0,0,0,0,,,,,0,[''],[0]
barrage,normal,physical,85.0,15.0,20.0,0,Hits 2-5 times in one turn.,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,none,0,0,0,0,2.0,5.0,,,0,[''],[0]
leech-life,bug,physical,100.0,80.0,10.0,0,Drains half the damage inflicted to heal the user.,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,,none,0,50,0,0,,,,,0,[''],[0]
lovely-kiss,normal,status,75.0,,10.0,0,Puts the target to sleep.,Puts the target to sleep.,,sleep,0,0,0,0,,,2.0,4.0,0,[''],[0]
sky-attack,flying,physical,90.0,140.0,5.0,0,User charges for one turn before attacking.  Has a $effect_chance% chance to make the target flinch.,"Inflicts regular damage.  User charges for one turn before attacking.  Critical hit chance is one level higher than normal.  Has a $effect_chance% chance to make the target flinch.

This move cannot be selected by sleep talk.",30.0,none,1,0,30,0,,,,,0,[''],[0]
transform,normal,status,,,10.0,0,User becomes a copy of the target until it leaves battle.,"User copies the target’s species, weight, type, ability, calculated stats (except HP), and moves.  Copied moves will all have 5 PP remaining.  IVs are copied for the purposes of hidden power, but stats are not recalculated.

choice band, choice scarf, and choice specs stay in effect, and the user must select a new move.

This move cannot be copied by mirror move, nor forced by encore.",,none,0,0,0,0,,,,,0,[''],[0]
bubble,water,special,100.0,40.0,30.0,0,Has a $effect_chance% chance to lower the target’s Speed by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,10.0,none,0,0,0,0,,,,,10,['speed'],[-1]
dizzy-punch,normal,physical,100.0,70.0,10.0,0,Has a $effect_chance% chance to confuse the target.,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,20.0,confusion,0,0,0,0,,,2.0,5.0,0,[''],[0]
spore,grass,status,100.0,,15.0,0,Puts the target to sleep.,Puts the target to sleep.,,sleep,0,0,0,0,,,2.0,4.0,0,[''],[0]
flash,normal,status,100.0,,20.0,0,Lowers the target’s accuracy by one stage.,Lowers the target’s accuracy by one stage.,,none,0,0,0,0,,,,,0,['accuracy'],[-1]
psywave,psychic,special,100.0,,15.0,0,Inflicts damage between 50% and 150% of the user’s level.,"Inflicts typeless damage between 50% and 150% of the user’s level, selected at random in increments of 10%.",,none,0,0,0,0,,,,,0,[''],[0]
splash,normal,status,,,40.0,0,Does nothing.,"Does nothing.

This move cannot be used while gravity is in effect.",,none,0,0,0,0,,,,,0,[''],[0]
acid-armor,poison,status,,,20.0,0,Raises the user’s Defense by two stages.,Raises the user’s Defense by two stages.,,none,0,0,0,0,,,,,0,['defense'],[2]
crabhammer,water,physical,90.0,100.0,10.0,0,Has an increased chance for a critical hit.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,,none,1,0,0,0,,,,,0,[''],[0]
explosion,normal,physical,100.0,250.0,5.0,0,User faints.,"User faints, even if the attack fails or misses.  Inflicts regular damage.",,none,0,0,0,0,,,,,0,[''],[0]
fury-swipes,normal,physical,80.0,18.0,15.0,0,Hits 2-5 times in one turn.,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,none,0,0,0,0,2.0,5.0,,,0,[''],[0]
bonemerang,ground,physical,90.0,50.0,10.0,0,Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,,none,0,0,0,0,2.0,2.0,,,0,[''],[0]
rest,psychic,status,,,5.0,0,"User sleeps for two turns, completely healing itself.","User falls to sleep and immediately regains all its HP.  If the user has another major status effect, sleep will replace it.  The user will always wake up after two turns, or one turn with early bird.

This move fails if the Pokémon cannot fall asleep due to uproar, insomnia, or vital spirit.  It also fails if the Pokémon is at full health or is already asleep.",,none,0,0,0,0,,,,,0,[''],[0]
rock-slide,rock,physical,90.0,75.0,10.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,30.0,none,0,0,30,0,,,,,0,[''],[0]
hyper-fang,normal,physical,90.0,80.0,15.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,10.0,none,0,0,10,0,,,,,0,[''],[0]
sharpen,normal,status,,,30.0,0,Raises the user’s Attack by one stage.,Raises the user’s Attack by one stage.,,none,0,0,0,0,,,,,0,['attack'],[1]
conversion,normal,status,,,30.0,0,User’s type changes to the type of one of its moves at random.,"User’s type changes to the type of one of its moves, selected at random.  hidden power and weather ball are treated as normal.  Only moves with a different type are eligible, and curse is never eligible.  If the user has no suitable moves, this move will fail.",,none,0,0,0,0,,,,,0,[''],[0]
tri-attack,normal,special,100.0,80.0,10.0,0,"Has a $effect_chance% chance to burn, freeze, or paralyze the target.","Inflicts regular damage.  Has a $effect_chance% chance to burn, freeze, or paralyze the target.  One of these effects is selected at random; they do not each have independent chances to occur.",20.0,unknown,0,0,0,0,,,,,0,[''],[0]
super-fang,normal,physical,90.0,,10.0,0,Inflicts damage equal to half the target’s HP.,Inflicts typeless damage equal to half the target’s remaining HP.,,none,0,0,0,0,,,,,0,[''],[0]
slash,normal,physical,100.0,70.0,20.0,0,Has an increased chance for a critical hit.,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,,none,1,0,0,0,,,,,0,[''],[0]
substitute,normal,status,,,10.0,0,"Transfers 1/4 of the user’s max HP into a doll, protecting the user from further damage or status changes until it breaks.","Transfers 1/4 the user’s max HP into a doll that absorbs damage and causes most negative move effects to fail.  If the user leaves the field, the doll will vanish.  If the user cannot pay the HP cost, this move will fail.

The doll takes damage as normal, using the user’s stats and types, and will break when its HP reaches zero.  Self-inflicted damage from confusion or recoil is not absorbed.  Healing effects from opponents ignore the doll and heal the user as normal.  Moves that work based on the user’s HP still do so; the doll’s HP does not influence any move.

The doll will block major status effects, confusion, and flinching.  The effects of smelling salts and wake up slap do not trigger against a doll, even if the Pokémon behind the doll has the appropriate major status effect.  Multi-turn trapping moves like wrap will hit the doll for their regular damage, but the multi-turn trapping and damage effects will not activate.

Moves blocked or damage absorbed by the doll do not count as hitting the user or inflicting damage for any effects that respond to such, e.g., avalanche, counter, or a rowap berry.  magic coat still works as normal, even against moves the doll would block.  Opposing Pokémon that damage the doll with a leech move like absorb are healed as normal.

It will also block acupressure, block, the curse effect of curse, dream eater, embargo, flatter, gastro acid, grudge, heal block, leech seed, lock on, mean look, mimic, mind reader, nightmare, pain split, psycho shift, spider web, sketch, swagger, switcheroo, trick, worry seed, and yawn.  A Pokémon affected by yawn before summoning the doll will still fall to sleep.

The doll blocks intimidate, but all other abilities act as though the doll did not exist.  If the user has an ability that absorbs moves of a certain type for HP (such as volt absorb absorbing thunder wave), such moves will not be blocked.

life orb and berries that cause confusion still work as normal, but their respective HP loss and confusion are absorbed/blocked by the doll.

The user is still vulnerable to damage inflicted when entering or leaving the field, such as by pursuit or spikes; however, the doll will block the poison effect of toxic spikes.

The doll is passed on by baton pass.  It keeps its existing HP, but uses the replacement Pokémon’s stats and types for damage calculation.

All other effects work as normal.",,none,0,0,0,0,,,,,0,[''],[0]
